Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600
F2	scrambled_miRNA	L-Proline	ath158a3p	1	2	6	0.109200001
F3	plant_miRNA	L-Proline	ath158b	1	2	6	0.110699996
F4	plant_miRNA	L-Proline	ath158a3p	2	2	6	0.111100003
F5	N.A	L-Proline	N.A.	2	N.A.	6	0.083099999
F6	scrambled_miRNA	L-Proline	ath158b	3	2	6	0.107100002
F7	plant_miRNA	L-Proline	aof159	3	2	6	0.1083
F8	plant_miRNA	L-Proline	ath5642b	4	2	6	0.111299999
F9	N.A	L-Proline	N.A.	4	N.A.	6	0.0814
F10	plant_miRNA	L-Proline	aof159	5	2	6	0.112400003
F11	plant_miRNA	L-Proline	ath827	5	2	6	0.108000003
G2	plant_miRNA	L-Proline	ath158a3p	1	2	6	0.100699998
G3	scrambled_miRNA	L-Proline	ath158b	1	2	6	0.099600002
G4	scrambled_miRNA	L-Proline	ath158a3p	2	2	6	0.093900003
G5	N.A	L-Proline	N.A.	2	N.A.	6	0.078299999
G6	plant_miRNA	L-Proline	ath158b	3	2	6	0.089400001
G7	scrambled_miRNA	L-Proline	aof159	3	2	6	0.096600004
G8	scrambled_miRNA	L-Proline	ath5642b	4	2	6	0.102200001
G9	N.A	L-Proline	N.A.	4	N.A.	6	0.0766
G10	scrambled_miRNA	L-Proline	aof159	5	2	6	0.103500001
G11	scrambled_miRNA	L-Proline	ath827	5	2	6	0.098099999
B2	plant_miRNA	L-Proline	ath827	1	2	7	0.113799997
B3	N.A	L-Proline	N.A.	1	N.A.	7	0.087399997
B4	scrambled_miRNA	L-Proline	aof159	2	2	7	0.118000001
B5	scrambled_miRNA	L-Proline	ath5642b	2	2	7	0.118299998
B6	scrambled_miRNA	L-Proline	ath158a3p	3	2	7	0.117799997
B7	plant_miRNA	L-Proline	ath5642b	3	2	7	0.118600003
B8	scrambled_miRNA	L-Proline	ath158b	4	2	7	0.111599997
B9	plant_miRNA	L-Proline	ath158a3p	4	2	7	0.117799997
B10	plant_miRNA	L-Proline	ath158b	5	2	7	0.111599997
B11	N.A	L-Proline	N.A.	5	N.A.	7	0.0766
C2	scrambled_miRNA	L-Proline	ath827	1	2	7	0.105599999
C3	N.A	L-Proline	N.A.	1	N.A.	7	0.077299997
C4	plant_miRNA	L-Proline	aof159	2	2	7	0.107600003
C5	plant_miRNA	L-Proline	ath5642b	2	2	7	0.107900001
C6	plant_miRNA	L-Proline	ath158a3p	3	2	7	0.113499999
C7	scrambled_miRNA	L-Proline	ath5642b	3	2	7	0.107900001
C8	plant_miRNA	L-Proline	ath158b	4	2	7	0.111599997
C9	scrambled_miRNA	L-Proline	ath158a3p	4	2	7	0.107799999
C10	scrambled_miRNA	L-Proline	ath158b	5	2	7	0.1096
C11	N.A	L-Proline	N.A.	5	N.A.	7	0.0713
D2	plant_miRNA	L-Proline	ath5642b	1	2	7	0.117899999
D3	plant_miRNA	L-Proline	aof159	1	2	7	0.111299999
D4	scrambled_miRNA	L-Proline	ath827	2	2	7	0.114299998
D5	scrambled_miRNA	L-Proline	ath158b	2	2	7	0.1105
D6	N.A	L-Proline	N.A.	3	N.A.	7	0.075499997
D7	plant_miRNA	L-Proline	ath827	3	2	7	0.111299999
D8	scrambled_miRNA	L-Proline	ath827	4	2	7	0.107000001
D9	plant_miRNA	L-Proline	aof159	4	2	7	0.114200003
D10	plant_miRNA	L-Proline	ath158a3p	5	2	7	0.114
D11	plant_miRNA	L-Proline	ath5642b	5	2	7	0.109499998
E2	scrambled_miRNA	L-Proline	ath5642b	1	2	7	0.117399998
E3	scrambled_miRNA	L-Proline	aof159	1	2	7	0.119099997
E4	plant_miRNA	L-Proline	ath827	2	2	7	0.112499997
E5	plant_miRNA	L-Proline	ath158b	2	2	7	0.1127
E6	N.A	L-Proline	N.A.	3	N.A.	7	0.102399997
E7	scrambled_miRNA	L-Proline	ath827	3	2	7	0.124700002
E8	plant_miRNA	L-Proline	ath827	4	2	7	0.116099998
E9	scrambled_miRNA	L-Proline	aof159	4	2	7	0.114100002
E10	scrambled_miRNA	L-Proline	ath158a3p	5	2	7	0.119499996
E11	scrambled_miRNA	L-Proline	ath5642b	5	2	7	0.116899997
F2	scrambled_miRNA	L-Proline	ath158a3p	1	2	7	0.1118
F3	plant_miRNA	L-Proline	ath158b	1	2	7	0.112899996
F4	plant_miRNA	L-Proline	ath158a3p	2	2	7	0.112899996
F5	N.A	L-Proline	N.A.	2	N.A.	7	0.0832
F6	scrambled_miRNA	L-Proline	ath158b	3	2	7	0.109899998
F7	plant_miRNA	L-Proline	aof159	3	2	7	0.110399999
F8	plant_miRNA	L-Proline	ath5642b	4	2	7	0.109800003
F9	N.A	L-Proline	N.A.	4	N.A.	7	0.085699998
F10	plant_miRNA	L-Proline	aof159	5	2	7	0.114399999
F11	plant_miRNA	L-Proline	ath827	5	2	7	0.108900003
G2	plant_miRNA	L-Proline	ath158a3p	1	2	7	0.103600003
G3	scrambled_miRNA	L-Proline	ath158b	1	2	7	0.101800002
G4	scrambled_miRNA	L-Proline	ath158a3p	2	2	7	0.095899999
G5	N.A	L-Proline	N.A.	2	N.A.	7	0.078500003
G6	plant_miRNA	L-Proline	ath158b	3	2	7	0.092500001
G7	scrambled_miRNA	L-Proline	aof159	3	2	7	0.103299998
G8	scrambled_miRNA	L-Proline	ath5642b	4	2	7	0.104199998
G9	N.A	L-Proline	N.A.	4	N.A.	7	0.076899998
G10	scrambled_miRNA	L-Proline	aof159	5	2	7	0.104599997
G11	scrambled_miRNA	L-Proline	ath827	5	2	7	0.099699996
B2	plant_miRNA	L-Proline	ath827	1	2	8	0.118900001
B3	N.A	L-Proline	N.A.	1	N.A.	8	0.087099999
B4	scrambled_miRNA	L-Proline	aof159	2	2	8	0.124200001
B5	scrambled_miRNA	L-Proline	ath5642b	2	2	8	0.122599997
B6	scrambled_miRNA	L-Proline	ath158a3p	3	2	8	0.123499997
B7	plant_miRNA	L-Proline	ath5642b	3	2	8	0.123499997
B8	scrambled_miRNA	L-Proline	ath158b	4	2	8	0.119599998
B9	plant_miRNA	L-Proline	ath158a3p	4	2	8	0.120899998
B10	plant_miRNA	L-Proline	ath158b	5	2	8	0.1184
B11	N.A	L-Proline	N.A.	5	N.A.	8	0.075999998
C2	scrambled_miRNA	L-Proline	ath827	1	2	8	0.1109
C3	N.A	L-Proline	N.A.	1	N.A.	8	0.077799998
C4	plant_miRNA	L-Proline	aof159	2	2	8	0.109800003
C5	plant_miRNA	L-Proline	ath5642b	2	2	8	0.109499998
C6	plant_miRNA	L-Proline	ath158a3p	3	2	8	0.115000002
C7	scrambled_miRNA	L-Proline	ath5642b	3	2	8	0.112400003
C8	plant_miRNA	L-Proline	ath158b	4	2	8	0.115400001
C9	scrambled_miRNA	L-Proline	ath158a3p	4	2	8	0.112099998
C10	scrambled_miRNA	L-Proline	ath158b	5	2	8	0.116999999
C11	N.A	L-Proline	N.A.	5	N.A.	8	0.071999997
D2	plant_miRNA	L-Proline	ath5642b	1	2	8	0.117700003
D3	plant_miRNA	L-Proline	aof159	1	2	8	0.113600001
D4	scrambled_miRNA	L-Proline	ath827	2	2	8	0.115900002
D5	scrambled_miRNA	L-Proline	ath158b	2	2	8	0.112199999
D6	N.A	L-Proline	N.A.	3	N.A.	8	0.0744
D7	plant_miRNA	L-Proline	ath827	3	2	8	0.114399999
D8	scrambled_miRNA	L-Proline	ath827	4	2	8	0.111400001
D9	plant_miRNA	L-Proline	aof159	4	2	8	0.116599999
D10	plant_miRNA	L-Proline	ath158a3p	5	2	8	0.1193
D11	plant_miRNA	L-Proline	ath5642b	5	2	8	0.1162
E2	scrambled_miRNA	L-Proline	ath5642b	1	2	8	0.1219
E3	scrambled_miRNA	L-Proline	aof159	1	2	8	0.123899996
E4	plant_miRNA	L-Proline	ath827	2	2	8	0.1171
E5	plant_miRNA	L-Proline	ath158b	2	2	8	0.118100002
E6	N.A	L-Proline	N.A.	3	N.A.	8	0.101499997
E7	scrambled_miRNA	L-Proline	ath827	3	2	8	0.129700005
E8	plant_miRNA	L-Proline	ath827	4	2	8	0.1193
E9	scrambled_miRNA	L-Proline	aof159	4	2	8	0.1175
E10	scrambled_miRNA	L-Proline	ath158a3p	5	2	8	0.124799997
E11	scrambled_miRNA	L-Proline	ath5642b	5	2	8	0.122699998
F2	scrambled_miRNA	L-Proline	ath158a3p	1	2	8	0.115800001
F3	plant_miRNA	L-Proline	ath158b	1	2	8	0.118100002
F4	plant_miRNA	L-Proline	ath158a3p	2	2	8	0.115999997
F5	N.A	L-Proline	N.A.	2	N.A.	8	0.082800001
F6	scrambled_miRNA	L-Proline	ath158b	3	2	8	0.113799997
F7	plant_miRNA	L-Proline	aof159	3	2	8	0.115099996
F8	plant_miRNA	L-Proline	ath5642b	4	2	8	0.114200003
F9	N.A	L-Proline	N.A.	4	N.A.	8	0.083099999
F10	plant_miRNA	L-Proline	aof159	5	2	8	0.118500002
F11	plant_miRNA	L-Proline	ath827	5	2	8	0.113899998
G2	plant_miRNA	L-Proline	ath158a3p	1	2	8	0.1061
G3	scrambled_miRNA	L-Proline	ath158b	1	2	8	0.104999997
G4	scrambled_miRNA	L-Proline	ath158a3p	2	2	8	0.0999
G5	N.A	L-Proline	N.A.	2	N.A.	8	0.080499999
G6	plant_miRNA	L-Proline	ath158b	3	2	8	0.097000003
G7	scrambled_miRNA	L-Proline	aof159	3	2	8	0.107100002
G8	scrambled_miRNA	L-Proline	ath5642b	4	2	8	0.1096
G9	N.A	L-Proline	N.A.	4	N.A.	8	0.076300003
G10	scrambled_miRNA	L-Proline	aof159	5	2	8	0.109399997
G11	scrambled_miRNA	L-Proline	ath827	5	2	8	0.105700001
B2	plant_miRNA	L-Proline	ath827	1	2	9	0.125499994
B3	N.A	L-Proline	N.A.	1	N.A.	9	0.087899998
B4	scrambled_miRNA	L-Proline	aof159	2	2	9	0.139799997
B5	scrambled_miRNA	L-Proline	ath5642b	2	2	9	0.129099995
B6	scrambled_miRNA	L-Proline	ath158a3p	3	2	9	0.135399997
B7	plant_miRNA	L-Proline	ath5642b	3	2	9	0.133399993
B8	scrambled_miRNA	L-Proline	ath158b	4	2	9	0.127800003
B9	plant_miRNA	L-Proline	ath158a3p	4	2	9	0.1241
B10	plant_miRNA	L-Proline	ath158b	5	2	9	0.132200003
B11	N.A	L-Proline	N.A.	5	N.A.	9	0.077
C2	scrambled_miRNA	L-Proline	ath827	1	2	9	0.117600001
C3	N.A	L-Proline	N.A.	1	N.A.	9	0.078400001
C4	plant_miRNA	L-Proline	aof159	2	2	9	0.119400002
C5	plant_miRNA	L-Proline	ath5642b	2	2	9	0.117799997
C6	plant_miRNA	L-Proline	ath158a3p	3	2	9	0.122699998
C7	scrambled_miRNA	L-Proline	ath5642b	3	2	9	0.123599999
C8	plant_miRNA	L-Proline	ath158b	4	2	9	0.123899996
C9	scrambled_miRNA	L-Proline	ath158a3p	4	2	9	0.120800003
C10	scrambled_miRNA	L-Proline	ath158b	5	2	9	0.124300003
C11	N.A	L-Proline	N.A.	5	N.A.	9	0.071699999
D2	plant_miRNA	L-Proline	ath5642b	1	2	9	0.1259
D3	plant_miRNA	L-Proline	aof159	1	2	9	0.1219
D4	scrambled_miRNA	L-Proline	ath827	2	2	9	0.125699997
D5	scrambled_miRNA	L-Proline	ath158b	2	2	9	0.124200001
D6	N.A	L-Proline	N.A.	3	N.A.	9	0.077
D7	plant_miRNA	L-Proline	ath827	3	2	9	0.122900002
D8	scrambled_miRNA	L-Proline	ath827	4	2	9	0.121600002
D9	plant_miRNA	L-Proline	aof159	4	2	9	0.124600001
D10	plant_miRNA	L-Proline	ath158a3p	5	2	9	0.1285
D11	plant_miRNA	L-Proline	ath5642b	5	2	9	0.122199997
E2	scrambled_miRNA	L-Proline	ath5642b	1	2	9	0.1285
E3	scrambled_miRNA	L-Proline	aof159	1	2	9	0.130400002
E4	plant_miRNA	L-Proline	ath827	2	2	9	0.125300005
E5	plant_miRNA	L-Proline	ath158b	2	2	9	0.126499996
E6	N.A	L-Proline	N.A.	3	N.A.	9	0.093699999
E7	scrambled_miRNA	L-Proline	ath827	3	2	9	0.140499994
E8	plant_miRNA	L-Proline	ath827	4	2	9	0.125799999
E9	scrambled_miRNA	L-Proline	aof159	4	2	9	0.127200007
E10	scrambled_miRNA	L-Proline	ath158a3p	5	2	9	0.134399995
E11	scrambled_miRNA	L-Proline	ath5642b	5	2	9	0.132699996
F2	scrambled_miRNA	L-Proline	ath158a3p	1	2	9	0.123000003
F3	plant_miRNA	L-Proline	ath158b	1	2	9	0.125300005
F4	plant_miRNA	L-Proline	ath158a3p	2	2	9	0.123599999
F5	N.A	L-Proline	N.A.	2	N.A.	9	0.0814
F6	scrambled_miRNA	L-Proline	ath158b	3	2	9	0.1215
F7	plant_miRNA	L-Proline	aof159	3	2	9	0.124300003
F8	plant_miRNA	L-Proline	ath5642b	4	2	9	0.1184
F9	N.A	L-Proline	N.A.	4	N.A.	9	0.084299996
F10	plant_miRNA	L-Proline	aof159	5	2	9	0.127100006
F11	plant_miRNA	L-Proline	ath827	5	2	9	0.120899998
G2	plant_miRNA	L-Proline	ath158a3p	1	2	9	0.112400003
G3	scrambled_miRNA	L-Proline	ath158b	1	2	9	0.111299999
G4	scrambled_miRNA	L-Proline	ath158a3p	2	2	9	0.105700001
G5	N.A	L-Proline	N.A.	2	N.A.	9	0.0823
G6	plant_miRNA	L-Proline	ath158b	3	2	9	0.102600001
G7	scrambled_miRNA	L-Proline	aof159	3	2	9	0.115800001
G8	scrambled_miRNA	L-Proline	ath5642b	4	2	9	0.112499997
G9	N.A	L-Proline	N.A.	4	N.A.	9	0.075999998
G10	scrambled_miRNA	L-Proline	aof159	5	2	9	0.117799997
G11	scrambled_miRNA	L-Proline	ath827	5	2	9	0.113499999
B2	plant_miRNA	L-Proline	ath827	1	2	10	0.1329
B3	N.A	L-Proline	N.A.	1	N.A.	10	0.089500003
B4	scrambled_miRNA	L-Proline	aof159	2	2	10	0.153400004
B5	scrambled_miRNA	L-Proline	ath5642b	2	2	10	0.139400005
B6	scrambled_miRNA	L-Proline	ath158a3p	3	2	10	0.143800005
B7	plant_miRNA	L-Proline	ath5642b	3	2	10	0.145600006
B8	scrambled_miRNA	L-Proline	ath158b	4	2	10	0.137899995
B9	plant_miRNA	L-Proline	ath158a3p	4	2	10	0.132400006
B10	plant_miRNA	L-Proline	ath158b	5	2	10	0.1479
B11	N.A	L-Proline	N.A.	5	N.A.	10	0.078299999
C2	scrambled_miRNA	L-Proline	ath827	1	2	10	0.127200007
C3	N.A	L-Proline	N.A.	1	N.A.	10	0.079000004
C4	plant_miRNA	L-Proline	aof159	2	2	10	0.126900002
C5	plant_miRNA	L-Proline	ath5642b	2	2	10	0.125499994
C6	plant_miRNA	L-Proline	ath158a3p	3	2	10	0.131999999
C7	scrambled_miRNA	L-Proline	ath5642b	3	2	10	0.136299998
C8	plant_miRNA	L-Proline	ath158b	4	2	10	0.133699998
C9	scrambled_miRNA	L-Proline	ath158a3p	4	2	10	0.1303
C10	scrambled_miRNA	L-Proline	ath158b	5	2	10	0.137700006
C11	N.A	L-Proline	N.A.	5	N.A.	10	0.071900003
D2	plant_miRNA	L-Proline	ath5642b	1	2	10	0.133300006
D3	plant_miRNA	L-Proline	aof159	1	2	10	0.129199997
D4	scrambled_miRNA	L-Proline	ath827	2	2	10	0.135100007
D5	scrambled_miRNA	L-Proline	ath158b	2	2	10	0.132799998
D6	N.A	L-Proline	N.A.	3	N.A.	10	0.0766
D7	plant_miRNA	L-Proline	ath827	3	2	10	0.131300002
D8	scrambled_miRNA	L-Proline	ath827	4	2	10	0.133300006
D9	plant_miRNA	L-Proline	aof159	4	2	10	0.132499993
D10	plant_miRNA	L-Proline	ath158a3p	5	2	10	0.136500001
D11	plant_miRNA	L-Proline	ath5642b	5	2	10	0.131300002
E2	scrambled_miRNA	L-Proline	ath5642b	1	2	10	0.136500001
E3	scrambled_miRNA	L-Proline	aof159	1	2	10	0.140100002
E4	plant_miRNA	L-Proline	ath827	2	2	10	0.133599997
E5	plant_miRNA	L-Proline	ath158b	2	2	10	0.136299998
E6	N.A	L-Proline	N.A.	3	N.A.	10	0.088799998
E7	scrambled_miRNA	L-Proline	ath827	3	2	10	0.149599999
E8	plant_miRNA	L-Proline	ath827	4	2	10	0.133499995
E9	scrambled_miRNA	L-Proline	aof159	4	2	10	0.138300002
E10	scrambled_miRNA	L-Proline	ath158a3p	5	2	10	0.142700002
E11	scrambled_miRNA	L-Proline	ath5642b	5	2	10	0.142299995
F2	scrambled_miRNA	L-Proline	ath158a3p	1	2	10	0.131099999
F3	plant_miRNA	L-Proline	ath158b	1	2	10	0.134499997
F4	plant_miRNA	L-Proline	ath158a3p	2	2	10	0.131200001
F5	N.A	L-Proline	N.A.	2	N.A.	10	0.081100002
F6	scrambled_miRNA	L-Proline	ath158b	3	2	10	0.129999995
F7	plant_miRNA	L-Proline	aof159	3	2	10	0.136700004
F8	plant_miRNA	L-Proline	ath5642b	4	2	10	0.127599999
F9	N.A	L-Proline	N.A.	4	N.A.	10	0.084700003
F10	plant_miRNA	L-Proline	aof159	5	2	10	0.135700002
F11	plant_miRNA	L-Proline	ath827	5	2	10	0.129899994
G2	plant_miRNA	L-Proline	ath158a3p	1	2	10	0.119999997
G3	scrambled_miRNA	L-Proline	ath158b	1	2	10	0.119400002
G4	scrambled_miRNA	L-Proline	ath158a3p	2	2	10	0.112099998
G5	N.A	L-Proline	N.A.	2	N.A.	10	0.0854
G6	plant_miRNA	L-Proline	ath158b	3	2	10	0.106899999
G7	scrambled_miRNA	L-Proline	aof159	3	2	10	0.124700002
G8	scrambled_miRNA	L-Proline	ath5642b	4	2	10	0.123400003
G9	N.A	L-Proline	N.A.	4	N.A.	10	0.076200001
G10	scrambled_miRNA	L-Proline	aof159	5	2	10	0.127499998
G11	scrambled_miRNA	L-Proline	ath827	5	2	10	0.123599999
B2	plant_miRNA	L-Proline	ath827	1	2	11	0.139799997
B3	N.A	L-Proline	N.A.	1	N.A.	11	0.089900002
B4	scrambled_miRNA	L-Proline	aof159	2	2	11	0.166700006
B5	scrambled_miRNA	L-Proline	ath5642b	2	2	11	0.150199994
B6	scrambled_miRNA	L-Proline	ath158a3p	3	2	11	0.153200001
B7	plant_miRNA	L-Proline	ath5642b	3	2	11	0.1567
B8	scrambled_miRNA	L-Proline	ath158b	4	2	11	0.149900004
B9	plant_miRNA	L-Proline	ath158a3p	4	2	11	0.141100004
B10	plant_miRNA	L-Proline	ath158b	5	2	11	0.164299995
B11	N.A	L-Proline	N.A.	5	N.A.	11	0.078699999
C2	scrambled_miRNA	L-Proline	ath827	1	2	11	0.134599999
C3	N.A	L-Proline	N.A.	1	N.A.	11	0.079499997
C4	plant_miRNA	L-Proline	aof159	2	2	11	0.134800002
C5	plant_miRNA	L-Proline	ath5642b	2	2	11	0.133200005
C6	plant_miRNA	L-Proline	ath158a3p	3	2	11	0.141900003
C7	scrambled_miRNA	L-Proline	ath5642b	3	2	11	0.153799996
C8	plant_miRNA	L-Proline	ath158b	4	2	11	0.143800005
C9	scrambled_miRNA	L-Proline	ath158a3p	4	2	11	0.140000001
C10	scrambled_miRNA	L-Proline	ath158b	5	2	11	0.150099993
C11	N.A	L-Proline	N.A.	5	N.A.	11	0.073200002
D2	plant_miRNA	L-Proline	ath5642b	1	2	11	0.139500007
D3	plant_miRNA	L-Proline	aof159	1	2	11	0.137199998
D4	scrambled_miRNA	L-Proline	ath827	2	2	11	0.143700004
D5	scrambled_miRNA	L-Proline	ath158b	2	2	11	0.143999994
D6	N.A	L-Proline	N.A.	3	N.A.	11	0.079700001
D7	plant_miRNA	L-Proline	ath827	3	2	11	0.142499998
D8	scrambled_miRNA	L-Proline	ath827	4	2	11	0.144600004
D9	plant_miRNA	L-Proline	aof159	4	2	11	0.140799999
D10	plant_miRNA	L-Proline	ath158a3p	5	2	11	0.146200001
D11	plant_miRNA	L-Proline	ath5642b	5	2	11	0.142499998
E2	scrambled_miRNA	L-Proline	ath5642b	1	2	11	0.144800007
E3	scrambled_miRNA	L-Proline	aof159	1	2	11	0.149399996
E4	plant_miRNA	L-Proline	ath827	2	2	11	0.141200006
E5	plant_miRNA	L-Proline	ath158b	2	2	11	0.1461
E6	N.A	L-Proline	N.A.	3	N.A.	11	0.088500001
E7	scrambled_miRNA	L-Proline	ath827	3	2	11	0.156599998
E8	plant_miRNA	L-Proline	ath827	4	2	11	0.143199995
E9	scrambled_miRNA	L-Proline	aof159	4	2	11	0.149100006
E10	scrambled_miRNA	L-Proline	ath158a3p	5	2	11	0.153200001
E11	scrambled_miRNA	L-Proline	ath5642b	5	2	11	0.151600003
F2	scrambled_miRNA	L-Proline	ath158a3p	1	2	11	0.138300002
F3	plant_miRNA	L-Proline	ath158b	1	2	11	0.1426
F4	plant_miRNA	L-Proline	ath158a3p	2	2	11	0.140100002
F5	N.A	L-Proline	N.A.	2	N.A.	11	0.081299998
F6	scrambled_miRNA	L-Proline	ath158b	3	2	11	0.139500007
F7	plant_miRNA	L-Proline	aof159	3	2	11	0.144700006
F8	plant_miRNA	L-Proline	ath5642b	4	2	11	0.138799995
F9	N.A	L-Proline	N.A.	4	N.A.	11	0.089599997
F10	plant_miRNA	L-Proline	aof159	5	2	11	0.145500004
F11	plant_miRNA	L-Proline	ath827	5	2	11	0.139300004
G2	plant_miRNA	L-Proline	ath158a3p	1	2	11	0.127399996
G3	scrambled_miRNA	L-Proline	ath158b	1	2	11	0.128199995
G4	scrambled_miRNA	L-Proline	ath158a3p	2	2	11	0.117200002
G5	N.A	L-Proline	N.A.	2	N.A.	11	0.089000002
G6	plant_miRNA	L-Proline	ath158b	3	2	11	0.109999999
G7	scrambled_miRNA	L-Proline	aof159	3	2	11	0.132799998
G8	scrambled_miRNA	L-Proline	ath5642b	4	2	11	0.133100003
G9	N.A	L-Proline	N.A.	4	N.A.	11	0.077299997
G10	scrambled_miRNA	L-Proline	aof159	5	2	11	0.136500001
G11	scrambled_miRNA	L-Proline	ath827	5	2	11	0.133699998
B2	plant_miRNA	L-Proline	ath827	1	2	12	0.1479
B3	N.A	L-Proline	N.A.	1	N.A.	12	0.090099998
B4	scrambled_miRNA	L-Proline	aof159	2	2	12	0.180899993
B5	scrambled_miRNA	L-Proline	ath5642b	2	2	12	0.162
B6	scrambled_miRNA	L-Proline	ath158a3p	3	2	12	0.163399994
B7	plant_miRNA	L-Proline	ath5642b	3	2	12	0.167799994
B8	scrambled_miRNA	L-Proline	ath158b	4	2	12	0.160999998
B9	plant_miRNA	L-Proline	ath158a3p	4	2	12	0.150000006
B10	plant_miRNA	L-Proline	ath158b	5	2	12	0.175899997
B11	N.A	L-Proline	N.A.	5	N.A.	12	0.078000002
C2	scrambled_miRNA	L-Proline	ath827	1	2	12	0.143299997
C3	N.A	L-Proline	N.A.	1	N.A.	12	0.080200002
C4	plant_miRNA	L-Proline	aof159	2	2	12	0.1435
C5	plant_miRNA	L-Proline	ath5642b	2	2	12	0.1435
C6	plant_miRNA	L-Proline	ath158a3p	3	2	12	0.151500002
C7	scrambled_miRNA	L-Proline	ath5642b	3	2	12	0.165600002
C8	plant_miRNA	L-Proline	ath158b	4	2	12	0.153899997
C9	scrambled_miRNA	L-Proline	ath158a3p	4	2	12	0.149200007
C10	scrambled_miRNA	L-Proline	ath158b	5	2	12	0.162400007
C11	N.A	L-Proline	N.A.	5	N.A.	12	0.072400004
D2	plant_miRNA	L-Proline	ath5642b	1	2	12	0.148000002
D3	plant_miRNA	L-Proline	aof159	1	2	12	0.146200001
D4	scrambled_miRNA	L-Proline	ath827	2	2	12	0.155300006
D5	scrambled_miRNA	L-Proline	ath158b	2	2	12	0.156000003
D6	N.A	L-Proline	N.A.	3	N.A.	12	0.081100002
D7	plant_miRNA	L-Proline	ath827	3	2	12	0.152899995
D8	scrambled_miRNA	L-Proline	ath827	4	2	12	0.157399997
D9	plant_miRNA	L-Proline	aof159	4	2	12	0.150099993
D10	plant_miRNA	L-Proline	ath158a3p	5	2	12	0.156800002
D11	plant_miRNA	L-Proline	ath5642b	5	2	12	0.153699994
E2	scrambled_miRNA	L-Proline	ath5642b	1	2	12	0.155000001
E3	scrambled_miRNA	L-Proline	aof159	1	2	12	0.157600001
E4	plant_miRNA	L-Proline	ath827	2	2	12	0.148200005
E5	plant_miRNA	L-Proline	ath158b	2	2	12	0.156499997
E6	N.A	L-Proline	N.A.	3	N.A.	12	0.089100003
E7	scrambled_miRNA	L-Proline	ath827	3	2	12	0.167500004
E8	plant_miRNA	L-Proline	ath827	4	2	12	0.154499993
E9	scrambled_miRNA	L-Proline	aof159	4	2	12	0.160699993
E10	scrambled_miRNA	L-Proline	ath158a3p	5	2	12	0.165000007
E11	scrambled_miRNA	L-Proline	ath5642b	5	2	12	0.159899995
F2	scrambled_miRNA	L-Proline	ath158a3p	1	2	12	0.145600006
F3	plant_miRNA	L-Proline	ath158b	1	2	12	0.150700003
F4	plant_miRNA	L-Proline	ath158a3p	2	2	12	0.148900002
F5	N.A	L-Proline	N.A.	2	N.A.	12	0.081
F6	scrambled_miRNA	L-Proline	ath158b	3	2	12	0.148900002
F7	plant_miRNA	L-Proline	aof159	3	2	12	0.149599999
F8	plant_miRNA	L-Proline	ath5642b	4	2	12	0.151700005
F9	N.A	L-Proline	N.A.	4	N.A.	12	0.085600004
F10	plant_miRNA	L-Proline	aof159	5	2	12	0.155300006
F11	plant_miRNA	L-Proline	ath827	5	2	12	0.150000006
G2	plant_miRNA	L-Proline	ath158a3p	1	2	12	0.135299996
G3	scrambled_miRNA	L-Proline	ath158b	1	2	12	0.136500001
G4	scrambled_miRNA	L-Proline	ath158a3p	2	2	12	0.1219
G5	N.A	L-Proline	N.A.	2	N.A.	12	0.096699998
G6	plant_miRNA	L-Proline	ath158b	3	2	12	0.113899998
G7	scrambled_miRNA	L-Proline	aof159	3	2	12	0.143099993
G8	scrambled_miRNA	L-Proline	ath5642b	4	2	12	0.141000003
G9	N.A	L-Proline	N.A.	4	N.A.	12	0.076300003
G10	scrambled_miRNA	L-Proline	aof159	5	2	12	0.146300003
G11	scrambled_miRNA	L-Proline	ath827	5	2	12	0.143800005
B2	plant_miRNA	L-Proline	ath827	1	2	13	0.157299995
B3	N.A	L-Proline	N.A.	1	N.A.	13	0.0898
B4	scrambled_miRNA	L-Proline	aof159	2	2	13	0.1998
B5	scrambled_miRNA	L-Proline	ath5642b	2	2	13	0.179000005
B6	scrambled_miRNA	L-Proline	ath158a3p	3	2	13	0.176400006
B7	plant_miRNA	L-Proline	ath5642b	3	2	13	0.183300003
B8	scrambled_miRNA	L-Proline	ath158b	4	2	13	0.175300002
B9	plant_miRNA	L-Proline	ath158a3p	4	2	13	0.165399998
B10	plant_miRNA	L-Proline	ath158b	5	2	13	0.221499994
B11	N.A	L-Proline	N.A.	5	N.A.	13	0.0792
C2	scrambled_miRNA	L-Proline	ath827	1	2	13	0.152700007
C3	N.A	L-Proline	N.A.	1	N.A.	13	0.080499999
C4	plant_miRNA	L-Proline	aof159	2	2	13	0.156000003
C5	plant_miRNA	L-Proline	ath5642b	2	2	13	0.154200003
C6	plant_miRNA	L-Proline	ath158a3p	3	2	13	0.165399998
C7	scrambled_miRNA	L-Proline	ath5642b	3	2	13	0.188099995
C8	plant_miRNA	L-Proline	ath158b	4	2	13	0.167500004
C9	scrambled_miRNA	L-Proline	ath158a3p	4	2	13	0.160600007
C10	scrambled_miRNA	L-Proline	ath158b	5	2	13	0.178900003
C11	N.A	L-Proline	N.A.	5	N.A.	13	0.072899997
D2	plant_miRNA	L-Proline	ath5642b	1	2	13	0.157299995
D3	plant_miRNA	L-Proline	aof159	1	2	13	0.158600003
