Well_ID,Replicate,ASV,N_source,miRNA,Treatment,Dose(uM),Time,OD_600
C4,A,4,Mix_17aa,Mix5,Scramble,10,21,2.124
C4,A,4,Mix_17aa,Mix5,Scramble,10,22,2.127
C4,A,4,Mix_17aa,Mix5,Scramble,10,23,2.126
C4,A,4,Mix_17aa,Mix5,Scramble,10,24,2.131
C4,A,4,Mix_17aa,Mix5,Scramble,10,25,2.13
C4,A,4,Mix_17aa,Mix5,Scramble,10,26,2.128
C4,A,4,Mix_17aa,Mix5,Scramble,10,27,2.123
C4,A,4,Mix_17aa,Mix5,Scramble,10,28,2.124
C4,A,4,Mix_17aa,Mix5,Scramble,10,29,2.118
C4,A,4,Mix_17aa,Mix5,Scramble,10,30,2.119
C4,A,4,Mix_17aa,Mix5,Scramble,10,31,2.116
C4,A,4,Mix_17aa,Mix5,Scramble,10,32,2.114
C4,A,4,Mix_17aa,Mix5,Scramble,10,33,2.114
C4,A,4,Mix_17aa,Mix5,Scramble,10,34,2.11
C4,A,4,Mix_17aa,Mix5,Scramble,10,35,2.112
C4,A,4,Mix_17aa,Mix5,Scramble,10,36,2.112
C4,A,4,Mix_17aa,Mix5,Scramble,10,37,2.109
C4,A,4,Mix_17aa,Mix5,Scramble,10,38,2.108
C4,A,4,Mix_17aa,Mix5,Scramble,10,39,2.108
C4,A,4,Mix_17aa,Mix5,Scramble,10,40,2.108
C4,A,4,Mix_17aa,Mix5,Scramble,10,41,2.109
C4,A,4,Mix_17aa,Mix5,Scramble,10,42,2.109
C4,A,4,Mix_17aa,Mix5,Scramble,10,43,2.11
C4,A,4,Mix_17aa,Mix5,Scramble,10,44,2.111
C4,A,4,Mix_17aa,Mix5,Scramble,10,45,2.11
C4,A,4,Mix_17aa,Mix5,Scramble,10,46,2.111
C4,A,4,Mix_17aa,Mix5,Scramble,10,47,2.109
C4,A,4,Mix_17aa,Mix5,Scramble,10,48,2.111
C4,A,4,Mix_17aa,Mix5,Scramble,10,49,2.112
C4,A,4,Mix_17aa,Mix5,Scramble,10,50,2.114
C4,A,4,Mix_17aa,Mix5,Scramble,10,51,2.112
C4,A,4,Mix_17aa,Mix5,Scramble,10,52,2.112
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,0,0.154
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,1,0.216
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,2,0.381
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,3,0.573
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,4,0.905
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,5,1.483
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,6,1.875
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,7,2.061
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,8,2.159
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,9,2.224
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,10,2.272
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,11,2.303
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,12,2.319
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,13,2.328
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,14,2.334
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,15,2.333
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,16,2.338
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,17,2.343
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,18,2.353
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,19,2.348
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,20,2.359
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,21,2.369
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,22,2.367
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,23,2.367
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,24,2.368
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,25,2.374
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,26,2.365
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,27,2.366
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,28,2.361
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,29,2.365
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,30,2.355
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,31,2.349
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,32,2.352
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,33,2.347
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,34,2.351
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,35,2.348
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,36,2.346
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,37,2.341
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,38,2.344
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,39,2.345
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,40,2.352
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,41,2.344
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,42,2.344
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,43,2.344
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,44,2.349
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,45,2.351
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,46,2.351
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,47,2.349
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,48,2.353
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,49,2.354
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,50,2.357
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,51,2.357
D1,A,4,Mix_17aa,ath-miR158b,Plant,2,52,2.355
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,0,0.154
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,1,0.216
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,2,0.388
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,3,0.603
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,4,0.931
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,5,1.565
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,6,1.927
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,7,2.091
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,8,2.194
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,9,2.25
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,10,2.302
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,11,2.348
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,12,2.369
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,13,2.39
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,14,2.397
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,15,2.407
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,16,2.414
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,17,2.418
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,18,2.422
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,19,2.425
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,20,2.429
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,21,2.432
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,22,2.436
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,23,2.439
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,24,2.442
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,25,2.437
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,26,2.43
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,27,2.426
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,28,2.425
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,29,2.417
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,30,2.414
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,31,2.411
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,32,2.409
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,33,2.404
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,34,2.403
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,35,2.402
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,36,2.401
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,37,2.396
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,38,2.396
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,39,2.389
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,40,2.385
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,41,2.382
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,42,2.385
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,43,2.381
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,44,2.38
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,45,2.384
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,46,2.382
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,47,2.377
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,48,2.382
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,49,2.375
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,50,2.38
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,51,2.381
D2,A,4,Mix_17aa,ath-miR158b,Scramble,2,52,2.376
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,0,0.147
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,1,0.203
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,2,0.362
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,3,0.52
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,4,0.849
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,5,1.416
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,6,1.823
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,7,1.987
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,8,2.078
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,9,2.141
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,10,2.193
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,11,2.227
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,12,2.248
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,13,2.261
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,14,2.263
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,15,2.269
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,16,2.271
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,17,2.275
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,18,2.274
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,19,2.273
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,20,2.275
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,21,2.276
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,22,2.28
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,23,2.284
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,24,2.285
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,25,2.284
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,26,2.283
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,27,2.28
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,28,2.281
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,29,2.274
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,30,2.279
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,31,2.277
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,32,2.271
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,33,2.271
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,34,2.27
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,35,2.271
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,36,2.27
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,37,2.269
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,38,2.268
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,39,2.265
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,40,2.263
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,41,2.263
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,42,2.259
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,43,2.259
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,44,2.258
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,45,2.26
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,46,2.26
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,47,2.256
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,48,2.257
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,49,2.252
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,50,2.251
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,51,2.25
D3,A,4,Mix_17aa,ath-miR827,Scramble,2,52,2.248
D4,A,4,Mix_17aa,ath-miR827,Plant,2,0,0.149
D4,A,4,Mix_17aa,ath-miR827,Plant,2,1,0.2
D4,A,4,Mix_17aa,ath-miR827,Plant,2,2,0.373
D4,A,4,Mix_17aa,ath-miR827,Plant,2,3,0.547
D4,A,4,Mix_17aa,ath-miR827,Plant,2,4,0.9
D4,A,4,Mix_17aa,ath-miR827,Plant,2,5,1.464
D4,A,4,Mix_17aa,ath-miR827,Plant,2,6,1.84
D4,A,4,Mix_17aa,ath-miR827,Plant,2,7,1.996
D4,A,4,Mix_17aa,ath-miR827,Plant,2,8,2.087
D4,A,4,Mix_17aa,ath-miR827,Plant,2,9,2.152
D4,A,4,Mix_17aa,ath-miR827,Plant,2,10,2.209
D4,A,4,Mix_17aa,ath-miR827,Plant,2,11,2.246
D4,A,4,Mix_17aa,ath-miR827,Plant,2,12,2.267
D4,A,4,Mix_17aa,ath-miR827,Plant,2,13,2.287
D4,A,4,Mix_17aa,ath-miR827,Plant,2,14,2.298
D4,A,4,Mix_17aa,ath-miR827,Plant,2,15,2.312
D4,A,4,Mix_17aa,ath-miR827,Plant,2,16,2.319
D4,A,4,Mix_17aa,ath-miR827,Plant,2,17,2.325
D4,A,4,Mix_17aa,ath-miR827,Plant,2,18,2.332
D4,A,4,Mix_17aa,ath-miR827,Plant,2,19,2.338
D4,A,4,Mix_17aa,ath-miR827,Plant,2,20,2.346
D4,A,4,Mix_17aa,ath-miR827,Plant,2,21,2.353
D4,A,4,Mix_17aa,ath-miR827,Plant,2,22,2.356
D4,A,4,Mix_17aa,ath-miR827,Plant,2,23,2.358
D4,A,4,Mix_17aa,ath-miR827,Plant,2,24,2.357
D4,A,4,Mix_17aa,ath-miR827,Plant,2,25,2.358
D4,A,4,Mix_17aa,ath-miR827,Plant,2,26,2.355
D4,A,4,Mix_17aa,ath-miR827,Plant,2,27,2.354
D4,A,4,Mix_17aa,ath-miR827,Plant,2,28,2.351
D4,A,4,Mix_17aa,ath-miR827,Plant,2,29,2.346
D4,A,4,Mix_17aa,ath-miR827,Plant,2,30,2.341
D4,A,4,Mix_17aa,ath-miR827,Plant,2,31,2.341
D4,A,4,Mix_17aa,ath-miR827,Plant,2,32,2.339
D4,A,4,Mix_17aa,ath-miR827,Plant,2,33,2.335
D4,A,4,Mix_17aa,ath-miR827,Plant,2,34,2.334
D4,A,4,Mix_17aa,ath-miR827,Plant,2,35,2.332
D4,A,4,Mix_17aa,ath-miR827,Plant,2,36,2.329
D4,A,4,Mix_17aa,ath-miR827,Plant,2,37,2.325
D4,A,4,Mix_17aa,ath-miR827,Plant,2,38,2.324
D4,A,4,Mix_17aa,ath-miR827,Plant,2,39,2.321
D4,A,4,Mix_17aa,ath-miR827,Plant,2,40,2.321
D4,A,4,Mix_17aa,ath-miR827,Plant,2,41,2.319
D4,A,4,Mix_17aa,ath-miR827,Plant,2,42,2.317
D4,A,4,Mix_17aa,ath-miR827,Plant,2,43,2.316
D4,A,4,Mix_17aa,ath-miR827,Plant,2,44,2.314
D4,A,4,Mix_17aa,ath-miR827,Plant,2,45,2.315
D4,A,4,Mix_17aa,ath-miR827,Plant,2,46,2.315
D4,A,4,Mix_17aa,ath-miR827,Plant,2,47,2.315
D4,A,4,Mix_17aa,ath-miR827,Plant,2,48,2.318
D4,A,4,Mix_17aa,ath-miR827,Plant,2,49,2.316
D4,A,4,Mix_17aa,ath-miR827,Plant,2,50,2.314
D4,A,4,Mix_17aa,ath-miR827,Plant,2,51,2.313
D4,A,4,Mix_17aa,ath-miR827,Plant,2,52,2.31
B6,B,4,Mix_17aa,Mix5,Plant,10,0,0.133
B6,B,4,Mix_17aa,Mix5,Plant,10,1,0.187
B6,B,4,Mix_17aa,Mix5,Plant,10,2,0.315
B6,B,4,Mix_17aa,Mix5,Plant,10,3,0.464
B6,B,4,Mix_17aa,Mix5,Plant,10,4,0.752
B6,B,4,Mix_17aa,Mix5,Plant,10,5,1.329
B6,B,4,Mix_17aa,Mix5,Plant,10,6,1.703
B6,B,4,Mix_17aa,Mix5,Plant,10,7,1.847
B6,B,4,Mix_17aa,Mix5,Plant,10,8,1.924
B6,B,4,Mix_17aa,Mix5,Plant,10,9,1.979
B6,B,4,Mix_17aa,Mix5,Plant,10,10,2.006
B6,B,4,Mix_17aa,Mix5,Plant,10,11,2.036
B6,B,4,Mix_17aa,Mix5,Plant,10,12,2.056
B6,B,4,Mix_17aa,Mix5,Plant,10,13,2.083
B6,B,4,Mix_17aa,Mix5,Plant,10,14,2.102
B6,B,4,Mix_17aa,Mix5,Plant,10,15,2.12
B6,B,4,Mix_17aa,Mix5,Plant,10,16,2.136
B6,B,4,Mix_17aa,Mix5,Plant,10,17,2.153
B6,B,4,Mix_17aa,Mix5,Plant,10,18,2.154
B6,B,4,Mix_17aa,Mix5,Plant,10,19,2.174
B6,B,4,Mix_17aa,Mix5,Plant,10,20,2.179
B6,B,4,Mix_17aa,Mix5,Plant,10,21,2.193
B6,B,4,Mix_17aa,Mix5,Plant,10,22,2.196
B6,B,4,Mix_17aa,Mix5,Plant,10,23,2.197
B6,B,4,Mix_17aa,Mix5,Plant,10,24,2.197
B6,B,4,Mix_17aa,Mix5,Plant,10,25,2.202
B6,B,4,Mix_17aa,Mix5,Plant,10,26,2.204
B6,B,4,Mix_17aa,Mix5,Plant,10,27,2.203
B6,B,4,Mix_17aa,Mix5,Plant,10,28,2.206
B6,B,4,Mix_17aa,Mix5,Plant,10,29,2.204
B6,B,4,Mix_17aa,Mix5,Plant,10,30,2.201
B6,B,4,Mix_17aa,Mix5,Plant,10,31,2.2
B6,B,4,Mix_17aa,Mix5,Plant,10,32,2.196
B6,B,4,Mix_17aa,Mix5,Plant,10,33,2.194
B6,B,4,Mix_17aa,Mix5,Plant,10,34,2.194
B6,B,4,Mix_17aa,Mix5,Plant,10,35,2.192
B6,B,4,Mix_17aa,Mix5,Plant,10,36,2.186
B6,B,4,Mix_17aa,Mix5,Plant,10,37,2.172
B6,B,4,Mix_17aa,Mix5,Plant,10,38,2.161
B6,B,4,Mix_17aa,Mix5,Plant,10,39,2.166
B6,B,4,Mix_17aa,Mix5,Plant,10,40,2.164
B6,B,4,Mix_17aa,Mix5,Plant,10,41,2.165
B6,B,4,Mix_17aa,Mix5,Plant,10,42,2.161
B6,B,4,Mix_17aa,Mix5,Plant,10,43,2.153
B6,B,4,Mix_17aa,Mix5,Plant,10,44,2.158
B6,B,4,Mix_17aa,Mix5,Plant,10,45,2.162
B6,B,4,Mix_17aa,Mix5,Plant,10,46,2.163
B6,B,4,Mix_17aa,Mix5,Plant,10,47,2.166
B6,B,4,Mix_17aa,Mix5,Plant,10,48,2.148
B6,B,4,Mix_17aa,Mix5,Plant,10,49,2.161
B6,B,4,Mix_17aa,Mix5,Plant,10,50,2.166
B6,B,4,Mix_17aa,Mix5,Plant,10,51,2.16
B6,B,4,Mix_17aa,Mix5,Plant,10,52,2.162
B7,B,4,Mix_17aa,Mix5,Scramble,10,0,0.133
B7,B,4,Mix_17aa,Mix5,Scramble,10,1,0.189
B7,B,4,Mix_17aa,Mix5,Scramble,10,2,0.315
B7,B,4,Mix_17aa,Mix5,Scramble,10,3,0.472
B7,B,4,Mix_17aa,Mix5,Scramble,10,4,0.771
B7,B,4,Mix_17aa,Mix5,Scramble,10,5,1.326
B7,B,4,Mix_17aa,Mix5,Scramble,10,6,1.724
B7,B,4,Mix_17aa,Mix5,Scramble,10,7,1.849
B7,B,4,Mix_17aa,Mix5,Scramble,10,8,1.936
B7,B,4,Mix_17aa,Mix5,Scramble,10,9,1.979
B7,B,4,Mix_17aa,Mix5,Scramble,10,10,2.029
B7,B,4,Mix_17aa,Mix5,Scramble,10,11,2.062
B7,B,4,Mix_17aa,Mix5,Scramble,10,12,2.076
B7,B,4,Mix_17aa,Mix5,Scramble,10,13,2.097
B7,B,4,Mix_17aa,Mix5,Scramble,10,14,2.109
B7,B,4,Mix_17aa,Mix5,Scramble,10,15,2.115
B7,B,4,Mix_17aa,Mix5,Scramble,10,16,2.128
B7,B,4,Mix_17aa,Mix5,Scramble,10,17,2.132
B7,B,4,Mix_17aa,Mix5,Scramble,10,18,2.128
B7,B,4,Mix_17aa,Mix5,Scramble,10,19,2.129
B7,B,4,Mix_17aa,Mix5,Scramble,10,20,2.134
B7,B,4,Mix_17aa,Mix5,Scramble,10,21,2.142
B7,B,4,Mix_17aa,Mix5,Scramble,10,22,2.145
B7,B,4,Mix_17aa,Mix5,Scramble,10,23,2.149
B7,B,4,Mix_17aa,Mix5,Scramble,10,24,2.151
B7,B,4,Mix_17aa,Mix5,Scramble,10,25,2.153
B7,B,4,Mix_17aa,Mix5,Scramble,10,26,2.152
B7,B,4,Mix_17aa,Mix5,Scramble,10,27,2.152
B7,B,4,Mix_17aa,Mix5,Scramble,10,28,2.15
B7,B,4,Mix_17aa,Mix5,Scramble,10,29,2.151
B7,B,4,Mix_17aa,Mix5,Scramble,10,30,2.149
B7,B,4,Mix_17aa,Mix5,Scramble,10,31,2.15
B7,B,4,Mix_17aa,Mix5,Scramble,10,32,2.145
B7,B,4,Mix_17aa,Mix5,Scramble,10,33,2.143
B7,B,4,Mix_17aa,Mix5,Scramble,10,34,2.14
B7,B,4,Mix_17aa,Mix5,Scramble,10,35,2.136
B7,B,4,Mix_17aa,Mix5,Scramble,10,36,2.129
B7,B,4,Mix_17aa,Mix5,Scramble,10,37,2.131
B7,B,4,Mix_17aa,Mix5,Scramble,10,38,2.116
B7,B,4,Mix_17aa,Mix5,Scramble,10,39,2.114
B7,B,4,Mix_17aa,Mix5,Scramble,10,40,2.123
B7,B,4,Mix_17aa,Mix5,Scramble,10,41,2.105
B7,B,4,Mix_17aa,Mix5,Scramble,10,42,2.11
B7,B,4,Mix_17aa,Mix5,Scramble,10,43,2.103
B7,B,4,Mix_17aa,Mix5,Scramble,10,44,2.105
B7,B,4,Mix_17aa,Mix5,Scramble,10,45,2.103
B7,B,4,Mix_17aa,Mix5,Scramble,10,46,2.105
B7,B,4,Mix_17aa,Mix5,Scramble,10,47,2.098
B7,B,4,Mix_17aa,Mix5,Scramble,10,48,2.101
B7,B,4,Mix_17aa,Mix5,Scramble,10,49,2.1
B7,B,4,Mix_17aa,Mix5,Scramble,10,50,2.099
B7,B,4,Mix_17aa,Mix5,Scramble,10,51,2.095
B7,B,4,Mix_17aa,Mix5,Scramble,10,52,2.096
B8,B,4,Mix_17aa,ath-miR159,Plant,2,0,0.136
B8,B,4,Mix_17aa,ath-miR159,Plant,2,1,0.187
B8,B,4,Mix_17aa,ath-miR159,Plant,2,2,0.318
B8,B,4,Mix_17aa,ath-miR159,Plant,2,3,0.47
B8,B,4,Mix_17aa,ath-miR159,Plant,2,4,0.766
B8,B,4,Mix_17aa,ath-miR159,Plant,2,5,1.249
B8,B,4,Mix_17aa,ath-miR159,Plant,2,6,1.78
B8,B,4,Mix_17aa,ath-miR159,Plant,2,7,1.99
B8,B,4,Mix_17aa,ath-miR159,Plant,2,8,2.074
B8,B,4,Mix_17aa,ath-miR159,Plant,2,9,2.14
B8,B,4,Mix_17aa,ath-miR159,Plant,2,10,2.193
B8,B,4,Mix_17aa,ath-miR159,Plant,2,11,2.233
B8,B,4,Mix_17aa,ath-miR159,Plant,2,12,2.252
B8,B,4,Mix_17aa,ath-miR159,Plant,2,13,2.257
B8,B,4,Mix_17aa,ath-miR159,Plant,2,14,2.258
B8,B,4,Mix_17aa,ath-miR159,Plant,2,15,2.256
B8,B,4,Mix_17aa,ath-miR159,Plant,2,16,2.257
B8,B,4,Mix_17aa,ath-miR159,Plant,2,17,2.262
B8,B,4,Mix_17aa,ath-miR159,Plant,2,18,2.258
B8,B,4,Mix_17aa,ath-miR159,Plant,2,19,2.263
B8,B,4,Mix_17aa,ath-miR159,Plant,2,20,2.272
B8,B,4,Mix_17aa,ath-miR159,Plant,2,21,2.276
B8,B,4,Mix_17aa,ath-miR159,Plant,2,22,2.291
B8,B,4,Mix_17aa,ath-miR159,Plant,2,23,2.289
B8,B,4,Mix_17aa,ath-miR159,Plant,2,24,2.309
B8,B,4,Mix_17aa,ath-miR159,Plant,2,25,2.314
B8,B,4,Mix_17aa,ath-miR159,Plant,2,26,2.318
B8,B,4,Mix_17aa,ath-miR159,Plant,2,27,2.318
B8,B,4,Mix_17aa,ath-miR159,Plant,2,28,2.317
B8,B,4,Mix_17aa,ath-miR159,Plant,2,29,2.318
B8,B,4,Mix_17aa,ath-miR159,Plant,2,30,2.324
B8,B,4,Mix_17aa,ath-miR159,Plant,2,31,2.314
B8,B,4,Mix_17aa,ath-miR159,Plant,2,32,2.321
B8,B,4,Mix_17aa,ath-miR159,Plant,2,33,2.322
B8,B,4,Mix_17aa,ath-miR159,Plant,2,34,2.319
B8,B,4,Mix_17aa,ath-miR159,Plant,2,35,2.317
B8,B,4,Mix_17aa,ath-miR159,Plant,2,36,2.311
B8,B,4,Mix_17aa,ath-miR159,Plant,2,37,2.311
B8,B,4,Mix_17aa,ath-miR159,Plant,2,38,2.31
B8,B,4,Mix_17aa,ath-miR159,Plant,2,39,2.307
B8,B,4,Mix_17aa,ath-miR159,Plant,2,40,2.304
B8,B,4,Mix_17aa,ath-miR159,Plant,2,41,2.304
B8,B,4,Mix_17aa,ath-miR159,Plant,2,42,2.303
B8,B,4,Mix_17aa,ath-miR159,Plant,2,43,2.3
B8,B,4,Mix_17aa,ath-miR159,Plant,2,44,2.303
B8,B,4,Mix_17aa,ath-miR159,Plant,2,45,2.298
B8,B,4,Mix_17aa,ath-miR159,Plant,2,46,2.295
B8,B,4,Mix_17aa,ath-miR159,Plant,2,47,2.298
B8,B,4,Mix_17aa,ath-miR159,Plant,2,48,2.295
B8,B,4,Mix_17aa,ath-miR159,Plant,2,49,2.292
B8,B,4,Mix_17aa,ath-miR159,Plant,2,50,2.292
B8,B,4,Mix_17aa,ath-miR159,Plant,2,51,2.291
B8,B,4,Mix_17aa,ath-miR159,Plant,2,52,2.29
B9,B,4,Mix_17aa,ath-miR159,Scramble,2,0,0.137
B9,B,4,Mix_17aa,ath-miR159,Scramble,2,1,0.188
B9,B,4,Mix_17aa,ath-miR159,Scramble,2,2,0.323
B9,B,4,Mix_17aa,ath-miR159,Scramble,2,3,0.471
B9,B,4,Mix_17aa,ath-miR159,Scramble,2,4,0.775
B9,B,4,Mix_17aa,ath-miR159,Scramble,2,5,1.285
